Country,Edu,Sex,Age,px,lx,dx,Lx,Tx,ex.derived,ex.original,diff
DK,middle,M,28,0.9995245194075212,99342,48,99318,5160164,51.94342775462543,51.9,-0.04342775462543358
DK,middle,M,29,0.9994940501488438,99294,50,99269,5060846,50.96829617096703,50.9,-0.06829617096703089
DK,middle,M,30,0.9994279190821883,99244,57,99216,4961577,49.9937225424207,50,0.0062774575793014264
DK,middle,M,31,0.9993904142414622,99187,60,99157,4862361,49.02216016211802,49,-0.022160162118019855
DK,middle,M,32,0.9994037584599194,99127,59,99098,4763204,48.051529855639735,48,-0.051529855639735445
DK,middle,M,33,0.9993791168763759,99068,62,99037,4664106,47.079844147454274,47.1,0.02015585254572727
DK,middle,M,34,0.9993253736785659,99006,66,98973,4565069,46.10901359513565,46.1,-0.0090135951356487
DK,middle,M,35,0.9993253572053127,98940,67,98906,4466096,45.139438043258544,45.1,-0.039438043258542166
DK,middle,M,36,0.9992629211429722,98873,73,98836,4367190,44.169692433728116,44.1,-0.06969243372811462
DK,middle,M,37,0.9990831929004101,98800,91,98754,4268354,43.201963562753036,43.2,-0.001963562753033443
DK,middle,M,38,0.9989645766862806,98709,102,98658,4169600,42.24133564315311,42.2,-0.04133564315310423
DK,middle,M,39,0.9989030482472254,98607,108,98553,4070942,41.28451326984899,41.3,0.01548673015100377
DK,middle,M,40,0.9989056988893379,98499,108,98445,3972389,40.32923176885045,40.3,-0.02923176885045109
DK,middle,M,41,0.998816084076955,98391,116,98333,3873944,39.372950778018314,39.3,-0.07295077801831695
DK,middle,M,42,0.9986767634375882,98275,130,98210,3775611,38.418834902060546,38.4,-0.018834902060547165
DK,middle,M,43,0.9985706917508961,98145,141,98074,3677401,37.46906108309135,37.5,0.030938916908652914
DK,middle,M,44,0.9984027387078359,98004,156,97926,3579327,36.52225419370638,36.5,-0.02225419370638093
DK,middle,M,45,0.998227647520717,97848,174,97761,3481401,35.5796848172676,35.5,-0.07968481726759791
DK,middle,M,46,0.9980671193577025,97674,188,97580,3383640,34.64217703790159,34.6,-0.04217703790158822
DK,middle,M,47,0.9978709316165932,97486,208,97382,3286060,33.70801961307264,33.7,-0.008019613072640652
DK,middle,M,48,0.9976523360525587,97278,228,97164,3188678,32.77902506219289,32.8,0.0209749378071038
DK,middle,M,49,0.9974365988473991,97050,249,96926,3091514,31.854858320453374,31.8,-0.054858320453373466
DK,middle,M,50,0.9972208490803982,96801,269,96666,2994588,30.935506864598505,30.9,-0.03550686459850638
DK,middle,M,51,0.9972341882949948,96532,267,96398,2897922,30.02032486636556,30,-0.020324866365559302
DK,middle,M,52,0.9969057909884967,96265,298,96116,2801524,29.102207448189894,29.1,-0.0022074481898926024
DK,middle,M,53,0.9963032136600837,95967,355,95790,2705408,28.191023997832588,28.2,0.008976002167411679
DK,middle,M,54,0.9958951942970528,95612,392,95416,2609618,27.293833410032214,27.2,-0.09383341003221446
DK,middle,M,55,0.9952640556999858,95220,451,94994,2514202,26.404137786179373,26.4,-0.004137786179374103
DK,middle,M,56,0.994581901897355,94769,514,94512,2419208,25.52741930378077,25.5,-0.027419303780771287
DK,middle,M,57,0.9939165947955094,94255,573,93968,2324696,24.663901119304015,24.6,-0.06390111930401332
DK,middle,M,58,0.9931008034994426,93682,646,93359,2230728,23.81170342221558,23.8,-0.01170342221557874
DK,middle,M,59,0.992269805179849,93036,719,92676,2137369,22.973569370996174,23,0.02643062900382631
DK,middle,M,60,0.991403321865935,92317,794,91920,2044693,22.148607515408862,22.1,-0.04860751540886099
DK,middle,M,61,0.9903275453955563,91523,885,91080,1952773,21.336418168110747,21.3,-0.03641816811074605
DK,middle,M,62,0.9888825550648294,90638,1008,90134,1861693,20.539872900990755,20.5,-0.0398729009907548
DK,middle,M,63,0.9878110463978531,89630,1093,89084,1771559,19.765246011380118,19.7,-0.06524601138011832
DK,middle,M,64,0.9868584182643654,88537,1163,87956,1682475,19.003072161921004,19,-0.003072161921004124
DK,middle,M,65,0.9855989105014932,87374,1258,86745,1594519,18.24935335454483,18.2,-0.04935335454483081
DK,middle,M,66,0.9846922789087655,86116,1319,85456,1507774,17.508639509498817,17.5,-0.008639509498816977
DK,middle,M,67,0.9840359879697715,84797,1353,84120,1422318,16.773211316438083,16.8,0.026788683561917992
DK,middle,M,68,0.9829800561155074,83444,1420,82734,1338198,16.037078759407507,16,-0.03707875940750682
DK,middle,M,69,0.9812751854925212,82024,1536,81256,1255464,15.306056763873988,15.3,-0.0060567638739872365
DK,middle,M,70,0.9794386133799307,80488,1655,79660,1174208,14.588609482158832,14.5,-0.08860948215883191
DK,middle,M,71,0.9776289426837194,78833,1764,77951,1094548,13.884388517499017,13.8,-0.08438851749901666
DK,middle,M,72,0.9752826316138884,77069,1905,76116,1016597,13.190738169692095,13.2,0.009261830307904617
DK,middle,M,73,0.9726735860717997,75164,2054,74137,940481,12.512386248736098,12.5,-0.012386248736097727
DK,middle,M,74,0.9698550692629127,73110,2204,72008,866344,11.849870058815483,11.8,-0.049870058815482565
DK,middle,M,75,0.967208888826213,70906,2325,69744,794336,11.20266268016811,11.2,-0.002662680168111109
DK,middle,M,76,0.9640979286118028,68581,2462,67350,724592,10.565491900088945,10.5,-0.06549190008894534
DK,middle,M,77,0.9592713583625921,66119,2693,64772,657242,9.940289478062281,9.9,-0.04028947806228089
DK,middle,M,78,0.9538923350650063,63426,2924,61964,592470,9.34112193737584,9.3,-0.04112193737583958
DK,middle,M,79,0.9482766915460382,60502,3130,58937,530506,8.768404350269412,8.7,-0.06840435026941272
DK,middle,M,80,0.9417679143644311,57372,3341,55702,471569,8.219497315763787,8.2,-0.01949731576378788
DK,middle,M,81,0.9348932755544548,54031,3517,52272,415867,7.696822194666025,7.6,-0.09682219466602504
DK,middle,M,82,0.927141396464103,50514,3681,48674,363595,7.197905531139882,7.1,-0.09790553113988221
DK,middle,M,83,0.918471058713143,46833,3818,44924,314921,6.7243396750154805,6.7,-0.02433967501548029
DK,middle,M,84,0.9089936727146897,43015,3915,41058,269997,6.276810414971521,6.2,-0.07681041497152119
DK,middle,M,85,0,39100,39100,228939,228939,5.855217391304348,5.8,-0.055217391304347885
DK,lower,M,0,0.9993502059,100000,65,99968,7564198,75.64198,75.5,-0.14198000000000377
DK,lower,M,1,0.9994554121300152,99935,54,99908,7464230,74.69084905188373,74.8,0.10915094811626602
DK,lower,M,2,0.9995781446929092,99881,43,99860,7364322,73.73095984221223,73.8,0.06904015778776795
DK,lower,M,3,0.9996831945388893,99838,31,99822,7264462,72.76249524229252,72.8,0.03750475770748096
DK,lower,M,4,0.999761615318652,99807,24,99795,7164640,71.78494494374142,71.8,0.01505505625857495
DK,lower,M,5,0.9999345735509332,99783,6,99780,7064845,70.80209053646412,70.8,-0.0020905364641237156
DK,lower,M,6,0.9999845327059786,99777,2,99776,6965065,69.80631808933923,69.8,-0.006318089339231392
DK,lower,M,7,0.9999841984417961,99775,2,99774,6865289,68.80770734151842,68.8,-0.007707341518425892
DK,lower,M,8,0.9999597284613135,99773,4,99771,6765515,67.80907660389083,67.8,-0.009076603890832757
DK,lower,M,9,0.9999729667542768,99769,2,99768,6665744,66.81177520071365,66.8,-0.011775200713657341
DK,lower,M,10,0.99982476182869,99767,18,99758,6565976,65.8131045335632,65.8,-0.013104533563208065
DK,lower,M,11,0.9997482301457704,99749,25,99736,6466218,64.82489047509249,64.8,-0.02489047509249076
DK,lower,M,12,0.9997520970863535,99724,25,99712,6366482,63.841021218563235,63.8,-0.04102121856323748
DK,lower,M,13,0.9997377681212004,99699,26,99686,6266770,62.85689926679305,62.8,-0.056899266793053016
DK,lower,M,14,0.9997020713101241,99673,29,99658,6167084,61.87316525036871,61.9,0.026834749631291288
DK,lower,M,15,0.99974850747512,99644,26,99631,6067426,60.891032074184096,60.9,0.008967925815902333
DK,lower,M,16,0.9999381486113951,99618,6,99615,5967795,59.90679395290008,59.9,-0.006793952900082445
DK,lower,M,17,0.9999525889394896,99612,4,99610,5868180,58.910372244307915,58.9,-0.01037224430791639
DK,lower,M,18,0.9998647863871886,99608,14,99601,5768570,57.91271785398763,57.9,-0.012717853987631145
DK,lower,M,19,0.9997521988904486,99594,25,99582,5668969,56.92078840090768,56.9,-0.020788400907683524
DK,lower,M,20,0.9995879604673119,99569,41,99548,5569387,55.93494963291788,55.9,-0.034949632917879114
DK,lower,M,21,0.9991304299078342,99528,86,99485,5469839,54.95779077244595,54.9,-0.05779077244594788
DK,lower,M,22,0.9988468232801719,99442,115,99384,5370354,54.00488727097203,54,-0.004887270972027125
DK,lower,M,23,0.9988025272530233,99327,119,99268,5270970,53.06683983206983,53,-0.06683983206983157
DK,lower,M,24,0.9987114371425668,99208,128,99144,5171702,52.12988871865172,52.1,-0.02988871865171916
DK,lower,M,25,0.9985548264046403,99080,143,99008,5072558,51.196588615260396,51.2,0.003411384739607115
DK,lower,M,26,0.9986307594908937,98937,135,98870,4973550,50.269868704326996,50.3,0.030131295673001546
DK,lower,M,27,0.9988023075815455,98802,119,98742,4874680,49.33786765450092,49.3,-0.03786765450092133
DK,lower,M,28,0.9988516893584717,98683,113,98626,4775938,48.396765400322245,48.4,0.0032345996777536357
DK,lower,M,29,0.9988137795257864,98570,117,98512,4677312,47.451679009840724,47.4,-0.0516790098407256
DK,lower,M,30,0.9988032253719569,98453,118,98394,4578800,46.50747056971347,46.5,-0.007470569713468933
DK,lower,M,31,0.9987652500976403,98335,121,98274,4480406,45.562678598667816,45.5,-0.06267859866781578
DK,lower,M,32,0.998655365441185,98214,132,98148,4382132,44.618201071130386,44.6,-0.018201071130384605
DK,lower,M,33,0.9985832245265902,98082,139,98012,4283984,43.677575905874676,43.7,0.022424094125327088
DK,lower,M,34,0.9984936747449897,97943,148,97869,4185972,42.73885831555088,42.7,-0.03885831555087549
DK,lower,M,35,0.9984456821428224,97795,152,97719,4088103,41.802781328288766,41.8,-0.0027813282887692026
DK,lower,M,36,0.9983548008545883,97643,160,97563,3990384,40.86707700500804,40.8,-0.06707700500804492
DK,lower,M,37,0.9982817864818063,97483,168,97399,3892821,39.93333196557349,39.9,-0.033331965573488276
DK,lower,M,38,0.9981973918297832,97315,175,97228,3795422,39.001407799414274,39,-0.0014077994142738248
DK,lower,M,39,0.9979054630203122,97140,204,97038,3698194,38.07076384599547,38.1,0.02923615400452917
DK,lower,M,40,0.9976495189469805,96936,228,96822,3601156,37.149830816208635,37.1,-0.049830816208633166
DK,lower,M,41,0.9973755227289319,96708,253,96582,3504334,36.236236919386194,36.2,-0.03623691938619089
DK,lower,M,42,0.9969736661591233,96455,292,96309,3407752,35.329967342283965,35.3,-0.02996734228396747
DK,lower,M,43,0.9966355384474129,96163,324,96001,3311443,34.43572891860695,34.4,-0.03572891860694938
DK,lower,M,44,0.9962670616672037,95839,358,95660,3215442,33.55045440791327,33.5,-0.05045440791327138
DK,lower,M,45,0.995830213971106,95481,398,95282,3119782,32.6743750065458,32.7,0.025624993454201217
DK,lower,M,46,0.9953993331512302,95083,437,94864,3024500,31.80905103961802,31.8,-0.009051039618018564
DK,lower,M,47,0.9950538190908472,94646,468,94412,2929636,30.953616634617415,30.9,-0.05361663461741628
DK,lower,M,48,0.9948606751426428,94178,484,93936,2835224,30.104950200683813,30.1,-0.004950200683811801
DK,lower,M,49,0.9945350909287733,93694,512,93438,2741288,29.257882041539478,29.2,-0.057882041539478735
DK,lower,M,50,0.9938495619890293,93182,573,92896,2647850,28.415895773861905,28.4,-0.015895773861906548
DK,lower,M,51,0.9931218133837527,92609,637,92290,2554954,27.588614497511042,27.6,0.011385502488959531
DK,lower,M,52,0.9924162164378026,91972,698,91623,2462664,26.776236245813944,26.8,0.023763754186056474
DK,lower,M,53,0.9916051095192261,91274,766,90891,2371041,25.977178605079214,25.9,-0.07717860507921515
DK,lower,M,54,0.9908142773524898,90508,831,90092,2280150,25.19280063640783,25.1,-0.09280063640782998
DK,lower,M,55,0.9898995912257917,89677,906,89224,2190058,24.421624273782577,24.4,-0.02162427378257803
DK,lower,M,56,0.9887097948173115,88771,1002,88270,2100834,23.665769226436563,23.7,0.0342307735634364
DK,lower,M,57,0.987602494572693,87769,1089,87224,2012564,22.93023732753022,22.9,-0.030237327530223013
DK,lower,M,58,0.9869322195632364,86680,1132,86114,1925340,22.212044300876787,22.2,-0.012044300876787872
DK,lower,M,59,0.9864595157845478,85548,1159,84968,1839226,21.499345396736334,21.4,-0.0993453967363358
DK,lower,M,60,0.985622288260956,84389,1213,83782,1754258,20.787756698147863,20.8,0.012243301852137733
DK,lower,M,61,0.984384805047306,83176,1299,82526,1670476,20.083629893238435,20.1,0.016370106761566916
DK,lower,M,62,0.9828619519393814,81877,1403,81176,1587950,19.394335405547345,19.4,0.00566459445265366
DK,lower,M,63,0.9816578799338255,80474,1476,79736,1506774,18.723736859109774,18.6,-0.12373685910977272
DK,lower,M,64,0.9803514982981224,78998,1552,78222,1427038,18.064229474163902,18,-0.06422947416390201
DK,lower,M,65,0.9788878894795274,77446,1635,76628,1348816,17.416212586834696,17.4,-0.016212586834697618
DK,lower,M,66,0.9778898534189209,75811,1677,74972,1272188,16.781047605228792,16.8,0.018952394771208247
DK,lower,M,67,0.9768413846471637,74134,1716,73276,1197216,16.149351174899508,16.1,-0.049351174899506134
DK,lower,M,68,0.9755109530133906,72418,1774,71531,1123940,15.520174542240879,15.5,-0.02017454224087878
DK,lower,M,69,0.9743562708270598,70644,1811,69738,1052409,14.897358586716495,14.9,0.0026414132835057558
DK,lower,M,70,0.9730559115535439,68833,1855,67906,982671,14.2761611436375,14.2,-0.07616114363750093
DK,lower,M,71,0.9715658719622684,66978,1904,66026,914765,13.657693571023321,13.6,-0.05769357102332151
DK,lower,M,72,0.970217066351322,65074,1939,64104,848739,13.04267449365338,13,-0.042674493653379386
DK,lower,M,73,0.9691333462266893,63135,1948,62161,784635,12.427892611071513,12.4,-0.027892611071512974
DK,lower,M,74,0.9672051183531502,61187,2007,60184,722474,11.807638877539347,11.8,-0.007638877539346112
DK,lower,M,75,0.9655310981642978,59180,2040,58160,662290,11.19111186211558,11.2,0.008888137884419223
DK,lower,M,76,0.9635861611332089,57140,2081,56100,604130,10.57280364018201,10.5,-0.07280364018200913
DK,lower,M,77,0.9588629109410205,55059,2264,53927,548030,9.95350442252856,9.9,-0.053504422528559914
DK,lower,M,78,0.9536163446465822,52795,2449,51570,494103,9.358897622880955,9.3,-0.058897622880953904
DK,lower,M,79,0.948374831910732,50346,2599,49046,442533,8.789834346323442,8.7,-0.08983434632344256
DK,lower,M,80,0.9419683557070975,47747,2771,46362,393487,8.2410832094163,8.2,-0.04108320941629984
DK,lower,M,81,0.9355139926964149,44976,2901,43526,347125,7.718005158306652,7.6,-0.11800515830665237
DK,lower,M,82,0.9280350846701896,42075,3027,40562,303599,7.215662507427213,7.1,-0.11566250742721351
DK,lower,M,83,0.9195241125265284,39048,3143,37476,263037,6.736247695144438,6.7,-0.036247695144437486
DK,lower,M,84,0.9102828992164385,35905,3221,34294,225561,6.2821612588775935,6.2,-0.08216125887759329
DK,lower,M,85,0,32684,32684,191267,191267,5.852007098274385,5.8,-0.052007098274384767
EE,higher,M,0,0.9994987886,100000,50,99975,7688202,76.88202,76.8,-0.08201999999999998
EE,higher,M,1,0.9995440265609142,99950,46,99927,7588227,75.92023011505754,76,0.07976988494246484
EE,higher,M,2,0.999591287479979,99904,41,99884,7488300,74.95495675848815,75,0.045043241511848464
EE,higher,M,3,0.9996382702384231,99863,36,99845,7388416,73.98552016262279,74,0.014479837377209037
EE,higher,M,4,0.9996849972434567,99827,31,99812,7288571,73.01202079597704,73,-0.012020795977036869
EE,higher,M,5,0.9997485806600412,99796,25,99784,7188759,72.03454046254359,72,-0.034540462543589
EE,higher,M,6,0.9998046663188968,99771,20,99761,7088975,71.05246013370619,71,-0.05246013370619096
EE,higher,M,7,0.9998226323283351,99751,17,99742,6989214,70.06660584856292,70.1,0.033394151437079245
EE,higher,M,8,0.9998371732798823,99734,17,99726,6889472,69.07846872681333,69.1,0.021531273186667477
EE,higher,M,9,0.999861178478678,99717,13,99710,6789746,68.09015513904349,68.1,0.009844860956505386
EE,higher,M,10,0.999949792158175,99704,5,99702,6690036,67.09897295996149,67.1,0.0010270400385081757
EE,higher,M,11,0.9999556951971901,99699,5,99696,6590334,66.10230794692023,66.1,-0.002307946920240056
EE,higher,M,12,0.9999283879571119,99694,7,99690,6490638,65.10560314562561,65.1,-0.0056031456256135925
EE,higher,M,13,0.9998304646311127,99687,17,99678,6390948,64.11014475307714,64.1,-0.010144753077142354
EE,higher,M,14,0.9997857923988256,99670,21,99660,6291270,63.12099929768235,63.1,-0.020999297682351425
EE,higher,M,15,0.9996703043972657,99649,33,99632,6191610,62.13419101044667,62.1,-0.03419101044666917
EE,higher,M,16,0.9994512204390122,99616,55,99588,6091978,61.15461371667202,61.2,0.045386283327985666
EE,higher,M,17,0.9992995876948563,99561,70,99526,5992390,60.18812587258063,60.2,0.011874127419375213
EE,higher,M,18,0.9993384603448683,99491,65,99458,5892864,59.230121317506104,59.2,-0.03012131750610081
EE,higher,M,19,0.9993007219904253,99426,70,99391,5793406,58.26852131233279,58.2,-0.06852131233278413
EE,higher,M,20,0.9993387347592091,99356,66,99323,5694015,57.309221385724065,57.3,-0.009221385724067943
EE,higher,M,21,0.9995396314929044,99290,45,99268,5594692,56.346983583442444,56.4,0.05301641655755418
EE,higher,M,22,0.99961662315538935,99245,38,99226,5495424,55.372300871580435,55.4,0.027699128419563124
EE,higher,M,23,0.9997052224653667,99207,30,99192,5396198,54.39331901982723,54.4,0.0066809801727671925
EE,higher,M,24,0.999925037383178,99177,7,99174,5297006,53.40962118233058,53.4,-0.009621182330583622
EE,higher,M,25,0.99998502954992,99170,1,99170,5197832,52.41335081173742,52.4,-0.013350811737424806
EE,higher,M,26,0.9999555170307907,99169,5,99166,5098662,51.41386925349656,51.4,-0.013869253496558542
EE,higher,M,27,0.999692336855175,99164,30,99149,4999496,50.4164414505264,50.4,-0.01644145052640056
EE,higher,M,28,0.9995907923022713,99134,41,99114,4900347,49.4315471987411,49.4,-0.03154719874110157
EE,higher,M,29,0.9996365967353643,99093,36,99075,4801233,48.45178771457116,48.4,-0.05178771457116227
EE,higher,M,30,0.9996718435423805,99057,32,99041,4702158,47.46921469456979,47.5,0.030785305430207188
EE,higher,M,31,0.9996837966726081,99025,32,99009,4603117,46.48439283009341,46.5,0.015607169906587615
EE,higher,M,32,0.9999110460108154,98993,9,98988,4504108,45.49925752325922,45.5,7.424767407826494e-4
EE,higher,M,33,0.9999805065624257,98984,2,98983,4405120,44.50335407742666,44.5,-0.003354077426656943
EE,higher,M,34,0.9998164462750262,98982,18,98973,4306137,43.504243195732556,43.5,-0.00424319573255616
EE,higher,M,35,0.9996419932076852,98964,35,98946,4207164,42.51206499333091,42.5,-0.012064993330909601
EE,higher,M,36,0.9994447555863596,98929,55,98902,4108218,41.526933457327985,41.5,-0.02693345732798491
EE,higher,M,37,0.9989533676493648,98874,104,98822,4009316,40.549750187106824,40.5,-0.04975018710682377
EE,higher,M,38,0.9986214177598514,98770,136,98702,3910494,39.59192062367116,39.6,0.008079376328844035
EE,higher,M,39,0.9984824010708315,98634,149,98560,3811792,38.64582192753006,38.6,-0.04582192753005643
EE,higher,M,40,0.9982158248238339,98485,176,98397,3713232,37.70352845611007,37.7,-0.0035284561100681344
EE,higher,M,41,0.9980590126105122,98309,191,98214,3614835,36.770132948153275,36.8,0.029867051846721893
EE,higher,M,42,0.9981443403986263,98118,182,98027,3516621,35.84073258729285,35.8,-0.04073258729285101
EE,higher,M,43,0.9980509910973919,97936,191,97840,3418594,34.9064082666231,34.9,-0.006408266623104453
EE,higher,M,44,0.9979131058164363,97745,204,97643,3320754,33.973645710778044,34,0.02635428922195615
EE,higher,M,45,0.9979195181629849,97541,203,97440,3223111,33.04365343804144,33,-0.04365343804143862
EE,higher,M,46,0.9978624652550968,97338,208,97234,3125671,32.11151862581931,32.1,-0.011518625819306294
EE,higher,M,47,0.9974188361805226,97130,251,97004,3028437,31.17921342530629,31.2,0.020786574693708815
EE,higher,M,48,0.9971401952916431,96879,277,96740,2931433,30.258704156731593,30.2,-0.05870415673159357
EE,higher,M,49,0.9968803449815633,96602,301,96452,2834693,29.34404049605598,29.4,0.05595950394401683
EE,higher,M,50,0.9959348672505856,96301,391,96106,2738241,28.434190714530484,28.4,-0.03419071453048517
EE,higher,M,51,0.994940641210794,95910,486,95667,2642135,27.54806589511,27.5,-0.0480658951099997
EE,higher,M,52,0.9940161615374014,95424,571,95138,2546468,26.68582327297116,26.7,0.014176727028839764
EE,higher,M,53,0.9924696514734457,94853,714,94496,2451330,25.843463042813617,25.8,-0.04346304281361668
EE,higher,M,54,0.991167230018989,94139,831,93724,2356834,25.035681279809644,25,-0.035681279809644195
EE,higher,M,55,0.9906274092061167,93308,875,92870,2263110,24.254190423114846,24.2,-0.05419042311484645
EE,higher,M,56,0.9898829361893664,92433,935,91966,2170240,23.479060508692783,23.5,0.020939491307217395
EE,higher,M,57,0.9888842362496767,91498,1017,90990,2078274,22.713873527290215,22.7,-0.013873527290215293
EE,higher,M,58,0.9886977930658412,90481,1023,89970,1987284,21.96355035863883,22,0.03644964136116968
EE,higher,M,59,0.9889782612969616,89458,986,88965,1897314,21.208991929173468,21.2,-0.008991929173468804
EE,higher,M,60,0.9887343497151031,88472,997,87974,1808349,20.439788859752237,20.4,-0.03978885975223889
EE,higher,M,61,0.9878266722839794,87475,1064,86943,1720375,19.667047727922263,19.7,0.03295227207773621
EE,higher,M,62,0.9873695865703939,86411,1092,85865,1633432,18.903056323847657,18.9,-0.0030563238476588594
EE,higher,M,63,0.9862229996970232,85319,1175,84732,1547567,18.138597498798628,18.1,-0.03859749879862662
EE,higher,M,64,0.983906358084818,84144,1354,83467,1462835,17.38489969575965,17.4,0.015100304240348805
EE,higher,M,65,0.9822468119652237,82790,1470,82055,1379368,16.66104602005073,16.6,-0.061046020050728345
EE,higher,M,66,0.9807086890211648,81320,1569,80536,1297313,15.953184948352188,15.9,-0.05318494835218779
EE,higher,M,67,0.9788531591189781,79751,1686,78908,1216777,15.257200536670387,15.2,-0.05720053667038805
EE,higher,M,68,0.9768726956786945,78065,1806,77162,1137869,14.575917504643567,14.6,0.024082495356433142
EE,higher,M,69,0.9753687530299943,76259,1878,75320,1060707,13.909269725540591,13.9,-0.009269725540590912
EE,higher,M,70,0.9751011407745399,74381,1852,73455,985387,13.247832107661903,13.3,0.05216789233809749
EE,higher,M,71,0.9738062028071938,72529,1900,71579,911932,12.573343076562479,12.6,0.02665692343752113
EE,higher,M,72,0.9692815634400618,70629,2170,69544,840353,11.89812966345269,11.9,0.0018703365473111688
EE,higher,M,73,0.9648847004583927,68459,2404,67257,770809,11.259425349479251,11.2,-0.05942534947925182
EE,higher,M,74,0.9600659781153112,66055,2637,64736,703552,10.651002952085383,10.6,-0.05100295208538341
EE,higher,M,75,0.9522377079199372,63418,3029,61904,638816,10.073102273802391,10,-0.07310227380239098
EE,higher,M,76,0.9456048210667155,60389,3285,58746,576912,9.5532630114756,9.5,-0.05326301147560031
EE,higher,M,77,0.9406024378704464,57104,3392,55408,518166,9.074075371252452,9,-0.07407537125245156
EE,higher,M,78,0.935016976097738,53712,3490,51967,462758,8.615542150729818,8.7,0.08445784927018174
EE,higher,M,79,0.9289511130916361,50222,3569,48438,410791,8.179503006650473,8.2,0.020496993349526704
EE,higher,M,80,0.923218143575002,46653,3582,44862,362353,7.7669817589436905,7.7,-0.0669817589436903
EE,higher,M,81,0.9162923811153587,43071,3605,41268,317491,7.371340345011725,7.4,0.028659654988275385
EE,higher,M,82,0.9092924080767486,39466,3580,37676,276223,6.999011807631885,7,9.881923681147597e-4
EE,higher,M,83,0.902090452654401,35886,3514,34129,238547,6.647355514685392,6.6,-0.047355514685392563
EE,higher,M,84,0.8942152351829307,32372,3424,30660,204418,6.314654639812184,6.3,-0.014654639812183845
EE,higher,M,85,0,28948,28948,173758,173758,6.002418129059002,5.9,-0.10241812905900183
EE,middle,M,0,0.9994725618,100000,53,99974,7308202,73.08202,73,-0.08201999999999998
EE,middle,M,1,0.9995198453480947,99947,48,99923,7208228,72.12050386704954,72.2,0.07949613295046731
EE,middle,M,2,0.9995693153543012,99899,43,99878,7108305,71.1549164656303,71.2,0.045083534369709355
EE,middle,M,3,0.9996185522343541,99856,38,99837,7008427,70.18533688511457,70.2,0.014663114885436812
EE,middle,M,4,0.9996675823018064,99818,33,99802,6908590,69.2118655953836,69.2,-0.011865595383596883
EE,middle,M,5,0.9997344794503656,99785,27,99772,6808788,68.23458435636618,68.2,-0.03458435636618162
EE,middle,M,6,0.9997935489686096,99758,20,99748,6709016,67.25291204715411,67.2,-0.05291204715410913
EE,middle,M,7,0.9998123859250487,99738,19,99728,6609268,66.26629769997393,66.3,0.033702300026064336
EE,middle,M,8,0.9997992797117348,99719,20,99709,6509540,65.27883352219737,65.3,0.021166477802623263
EE,middle,M,9,0.9998347694064195,99699,16,99691,6409831,64.29182840349452,64.3,0.008171596505476941
EE,middle,M,10,0.9999915886088272,99683,1,99682,6310140,63.302067554146646,63.3,-0.002067554146648831
EE,middle,M,11,0.999975504243313,99682,3,99680,6210458,62.302702594249716,62.3,-0.0027025942497189703
EE,middle,M,12,0.9999913101401361,99679,-0,99679,6110778,61.304567662195645,61.3,-0.004567662195647415
EE,middle,M,13,0.9998581009396561,99679,15,99672,6011099,60.304567662195645,60.3,-0.004567662195647415
EE,middle,M,14,0.9998088001093012,99664,19,99654,5911427,59.31356357360732,59.3,-0.013563573607321189
EE,middle,M,15,0.9997314419095805,99645,26,99632,5811773,58.3247829795775,58.3,-0.024782979577501862
EE,middle,M,16,0.9996216502649108,99619,38,99600,5712141,57.339874923458375,57.3,-0.03987492345837751
EE,middle,M,17,0.9995221528493056,99581,48,99557,5612541,56.36156495717054,56.4,0.03843504282945531
EE,middle,M,18,0.999459148424267,99533,54,99506,5512984,55.388504315151756,55.4,0.01149568484824215
EE,middle,M,19,0.9993674268244537,99479,62,99448,5413478,54.418299339559105,54.4,-0.018299339559106897
EE,middle,M,20,0.9993167805554298,99417,68,99383,5314030,53.45192472112415,53.4,-0.05192472112415203
EE,middle,M,21,0.9992887348034912,99349,71,99314,5214647,52.48816797350754,52.5,0.011832026492463399
EE,middle,M,22,0.9992268199436448,99278,77,99240,5115333,51.525342976288805,51.5,-0.025342976288804664
EE,middle,M,23,0.9992312489319668,99201,76,99163,5016093,50.56494390177518,50.6,0.03505609822482114
EE,middle,M,24,0.9992940356031477,99125,70,99090,4916930,49.603329129886504,49.6,-0.0033291298865023577
EE,middle,M,25,0.9993124154777828,99055,68,99021,4817840,48.638029377618494,48.6,-0.03802937761849279
EE,middle,M,26,0.9992418070978566,98987,75,98950,4718819,47.67109822501945,47.7,0.028901774980553796
EE,middle,M,27,0.9991815651059394,98912,81,98872,4619869,46.706860643804596,46.7,-0.0068606438045932805
EE,middle,M,28,0.9991422233905829,98831,85,98788,4520997,45.744725845129565,45.7,-0.04472584512956246
EE,middle,M,29,0.9990208020640845,98746,97,98698,4422209,44.78367731351143,44.8,0.016322686488564386
EE,middle,M,30,0.9989244447274775,98649,106,98596,4323511,43.82721568388934,43.8,-0.027215683889345144
EE,middle,M,31,0.9987896320724043,98543,119,98484,4224915,42.87382158042682,42.9,0.02617841957317779
EE,middle,M,32,0.9986073672169279,98424,137,98356,4126431,41.92504876859303,41.9,-0.025048768593030957
EE,middle,M,33,0.9984649495346694,98287,151,98212,4028075,40.98278510891573,41,0.01721489108427221
EE,middle,M,34,0.9982602685697055,98136,171,98050,3929863,40.045070106790575,40,-0.04507010679057544
EE,middle,M,35,0.9979862002035589,97965,197,97866,3831813,39.114101975195226,39.1,-0.01410197519522427
